Numero Ticket;ItemID;Item;Resumen;Ubicacion;Service Desk;Modo de reporte;Estado;Fecha Creacion;Fecha Termino;Fecha Cierre;Prioridad
WO0000005445298;214;SENSOR DE ANIEGO;REPARAR;CENTRO CIVICO - 191105;Zona Sur;Web HD;Cerrado;2024-07-28;29-07-24;01/08/2024;3
WO0000005445404;214;SENSOR DE ANIEGO;REPARAR;JAUREGUI - 405005;Zona Norte;Web HD;Cerrado;2024-07-28;29-07-24;01/08/2024;3
WO0000005445439;154;OFICINA;FUMIGAR;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-07-28;03-08-24;06/08/2024;3
WO0000005445738;171;PISOS;LIMPIAR;CAQUETA - 191091;Zona Centro;Web HD;Cerrado;2024-07-29;03-08-24;06/08/2024;3
WO0000005445752;87;ESCALERA;REPARAR;PROCERES - 191120;Zona Centro;Web HD;Cerrado;2024-07-29;31-07-24;03/08/2024;3
WO0000005445791;191;PUERTA/MAMPARA BISAGRA;REPARAR;PURUCHUCO - 191020;Zona Sur;Web HD;Cerrado;2024-07-29;30-07-24;02/08/2024;3
WO0000005446118;154;OFICINA;FUMIGAR;VENEZUELA - 191026;Zona Sur;Web HD;Cerrado;2024-07-29;03-08-24;06/08/2024;3
WO0000005446119;199;PUNTO / CABLE DE RED;REVISAR;EL PEDREGAL - 251000;Zona Norte;Web HD;Cerrado;2024-07-29;05-08-24;08/08/2024;3
WO0000005446151;5;AIRE ACONDICIONADO;REPARAR;PUENTE PIEDRA - 191035;Zona Centro;Web HD;Cerrado;2024-07-29;29-07-24;01/08/2024;3
WO0000005446156;154;OFICINA;FUMIGAR;NAYLAMP - 191143;Zona Centro;Web HD;Cerrado;2024-07-29;11-08-24;14/08/2024;3
WO0000005446160;154;OFICINA;FUMIGAR;BELAUNDE - 191018;Zona Centro;Web HD;Cerrado;2024-07-29;11-08-24;14/08/2024;3
WO0000005446195;227;SISTEMA DE VIDEO;REPARACION;AYACUCHO - 220000;Zona Sur;Web HD;Cerrado;2024-07-29;13-08-24;16/08/2024;2
WO0000005446197;218;SE ALETICA INTERNA;REPONER;ROSA TORO - 193022;Zona Centro;Web HD;Cerrado;2024-07-29;30-07-24;02/08/2024;3
WO0000005446548;154;OFICINA;FUMIGAR;SOCABAYA - 215017;Zona Norte;Web HD;Cerrado;2024-07-29;18-08-24;21/08/2024;3
WO0000005446659;56;CONTADOR DE BILLETES;REPARAR;TACNA - 540000;Zona Norte;Web HD;Rechazado;2024-07-29;;;3
WO0000005446665;56;CONTADOR DE BILLETES;REPARAR;TACNA - 540000;Zona Norte;Web HD;Rechazado;2024-07-29;;;3
WO0000005446668;35;CAJA PULMON;REPARAR;ABANCAY - 200000;Zona Norte;Web HD;Cerrado;2024-07-29;11-08-24;14/08/2024;3
WO0000005446697;56;CONTADOR DE BILLETES;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Rechazado;2024-07-29;;;3
WO0000005446698;56;CONTADOR DE BILLETES;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Rechazado;2024-07-29;;;3
WO0000005446901;56;CONTADOR DE BILLETES;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Rechazado;2024-07-29;;;3
WO0000005446902;56;CONTADOR DE BILLETES;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Rechazado;2024-07-29;;;3
WO0000005446904;56;CONTADOR DE BILLETES;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Rechazado;2024-07-29;;;3
WO0000005446909;113;GRUPO ELECTROGENO;REGARGAR COMBUSTIBLE;UMACOLLO - 215009;Zona Norte;Web HD;Cerrado;2024-07-29;04-08-24;07/08/2024;3
WO0000005446910;113;GRUPO ELECTROGENO;REGARGAR COMBUSTIBLE;UMACOLLO - 215009;Zona Norte;Web HD;Rechazado;2024-07-29;;;3
WO0000005446936;111;GRIFERIA;REVISAR;PUENTE PIEDRA - 191035;Zona Centro;Web HD;Cerrado;2024-07-29;03-08-24;06/08/2024;3
WO0000005446941;221;SILLAS;REPARAR;PROCERES - 191120;Zona Centro;Web HD;Rechazado;2024-07-29;;;3
WO0000005446976;99;EXTINTOR;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Zona Centro;Web HD;Cerrado;2024-07-29;03-08-24;06/08/2024;3
WO0000005447305;23;BUTACA;REPARAR;PROCERES - 191120;Zona Centro;Web HD;Cerrado;2024-07-29;31-07-24;03/08/2024;3
WO0000005447310;56;CONTADOR DE BILLETES;REPARAR;LOS RUISEÃ‘ORES - 191115;Zona Sur;Web HD;Cerrado;2024-07-29;31-07-24;03/08/2024;3
WO0000005447343;43;CAJONERA CERRADURA;REEMPLAZAR;LOS DAMASCOS - 193038;Zona Sur;Web HD;Cerrado;2024-07-29;30-07-24;02/08/2024;3
WO0000005447363;65;CREDENZA CERRADURA;REEMPLAZAR;LA RAMBLA BRASIL - 191166;Zona Sur;Web HD;Cerrado;2024-07-29;29-07-24;01/08/2024;3
WO0000005447396;56;CONTADOR DE BILLETES;REPARAR;LOS RUISEÃ‘ORES - 191115;Zona Sur;Web HD;Cerrado;2024-07-29;31-07-24;03/08/2024;3
WO0000005447763;192;PUERTA/MAMPARA BRAZO HIDRAULICO;REPARAR;LA SALLE - 191114;Zona Sur;Web HD;Cerrado;2024-07-29;03-08-24;06/08/2024;3
WO0000005447772;197;PULSADOR DE ASALTO;REPARAR;CUSCO - 285000;Zona Norte;Web HD;Cerrado;2024-07-29;30-07-24;02/08/2024;3
WO0000005447784;43;CAJONERA CERRADURA;REEMPLAZAR;MALA - 255002;Zona Sur;Web HD;Rechazado;2024-07-29;;;3
WO0000005447794;249;TOMACORRIENTES;REVISAR;LAS MALVINAS - 191076;Zona Centro;Web HD;Cerrado;2024-07-29;31-07-24;03/08/2024;3
WO0000005448254;154;OFICINA;FUMIGAR;TACNA - 540000;Zona Norte;Web HD;Cerrado;2024-07-29;18-08-24;21/08/2024;3
WO0000005448256;154;OFICINA;FUMIGAR;ALTO DE LA ALIANZA - 540004;Zona Norte;Web HD;Cerrado;2024-07-29;18-08-24;21/08/2024;3
WO0000005448257;154;OFICINA;FUMIGAR;JAUREGUI - 405005;Zona Norte;Web HD;Cerrado;2024-07-29;18-08-24;21/08/2024;3
WO0000005448260;154;OFICINA;FUMIGAR;PUNO - 495000;Zona Norte;Web HD;Cerrado;2024-07-29;04-08-24;06/08/2024;3
WO0000005448262;154;OFICINA;FUMIGAR;JULIACA - 405000;Zona Norte;Web HD;Cerrado;2024-07-29;18-08-24;21/08/2024;3
WO0000005448277;7;ANAQUEL;REPARAR;ROSA TORO - 193022;Zona Centro;Web HD;Rechazado;2024-07-29;;;3
WO0000005448280;56;CONTADOR DE BILLETES;REPARAR;LOS RUISEÃ‘ORES - 191115;Zona Sur;Web HD;Cerrado;2024-07-29;05-08-24;08/08/2024;3
WO0000005448281;56;CONTADOR DE BILLETES;REPARAR;MESA REDONDA - 191069;Zona Sur;Web HD;Rechazado;2024-07-29;;;3
WO0000005448282;57;CONTADOR DE MONEDAS;REPARAR;MESA REDONDA - 191069;Zona Sur;Web HD;Rechazado;2024-07-29;;;3
WO0000005448283;218;SE ALETICA INTERNA;REPONER;ROSA TORO - 193022;Zona Centro;Web HD;Rechazado;2024-07-29;;;3
WO0000005448289;180;PORTA AFICHES;REPARAR;ROSA TORO - 193022;Zona Centro;Web HD;Cerrado;2024-07-29;11-08-24;14/08/2024;3
WO0000005448294;53;COMEDOR;LIMPIAR;PISCO - 470000;Zona Sur;Web HD;Cerrado;2024-07-29;17-08-24;20/08/2024;3
WO0000005448722;188;PUERTA / MAMPARA;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-07-29;03-08-24;06/08/2024;3
WO0000005448723;74;DISPENSADOR DE JABON LIQUIDO;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-07-29;31-07-24;03/08/2024;3
WO0000005448724;237;TACHO;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-07-29;31-07-24;03/08/2024;3
WO0000005448726;74;DISPENSADOR DE JABON LIQUIDO;REPARAR;IZAGUIRRE - 191154;Zona Centro;Web HD;Cerrado;2024-07-29;31-07-24;03/08/2024;3
WO0000005448727;237;TACHO;REPARAR;IZAGUIRRE - 191154;Zona Centro;Web HD;Cerrado;2024-07-29;31-07-24;03/08/2024;3
WO0000005448794;160;PANEL DE ALARMAS;REPARAR;ASIA - 194038;Zona Sur;Web HD;Cerrado;2024-07-30;14-08-24;17/08/2024;3
WO0000005449271;251;TUBERIA DE AGUA;REPARAR;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-07-30;30-07-24;02/08/2024;3
WO0000005449272;43;CAJONERA CERRADURA;DUPLICADO DE LLAVE;MALA - 255002;Zona Sur;Web HD;Cerrado;2024-07-30;03-08-24;06/08/2024;3
WO0000005449290;257;URINARIOS;REVISAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-07-30;01-08-24;04/08/2024;3
WO0000005449293;5;AIRE ACONDICIONADO;REPARAR;BELAUNDE - 191018;Zona Centro;Web HD;Rechazado;2024-07-30;03-08-24;03/08/2024;3
WO0000005449706;79;DVR;REPARAR;CHINCHA - 315000;Zona Sur;Web HD;Cerrado;2024-07-30;30-07-24;02/08/2024;3
WO0000005449707;221;SILLAS;REPARAR;MERCADO DE FRUTAS - 191064;Zona Centro;Web HD;Cerrado;2024-07-30;05-08-24;08/08/2024;3
WO0000005449743;108;FOCO FLOURESCENTES;CAMBIAR;MESA REDONDA - 191069;Zona Sur;Web HD;Rechazado;2024-07-30;;;3
WO0000005449746;21;BOMBAS DE AGUA;REVISAR;MESA REDONDA - 191069;Zona Sur;Web HD;Cerrado;2024-07-30;31-07-24;03/08/2024;3
WO0000005449786;57;CONTADOR DE MONEDAS;REPARAR;CHIMPU OCLLO - 191113;Zona Centro;Web HD;Cerrado;2024-07-30;03-08-24;06/08/2024;3
WO0000005450031;108;FOCO FLOURESCENTES;CAMBIAR;ZARATE - 191097;Zona Centro;Web HD;Cerrado;2024-07-30;07-08-24;10/08/2024;3
WO0000005450045;252;TUBERIA DE DESAGUE;REPARAR;CHIMPU OCLLO - 191113;Zona Centro;Web HD;Cerrado;2024-07-30;03-08-24;06/08/2024;3
WO0000005450068;35;CAJA PULMON;APERTURAR;MINI AGENCIA BCP SALAMANCA - 191090;Zona Centro;Web HD;Cerrado;2024-07-30;31-07-24;03/08/2024;3
WO0000005450225;92;ESCRITORIO;REPARAR;CAÃ‘ETE - 255000;Zona Sur;Web HD;Cerrado;2024-07-30;31-07-24;03/08/2024;3
WO0000005450245;35;CAJA PULMON;APERTURAR;ABANCAY - 200000;Zona Norte;Web HD;Cerrado;2024-07-30;11-08-24;14/08/2024;3
WO0000005450268;146;MODULOS;REPARAR;CANTO GRANDE - 191096;Zona Centro;Web HD;Cerrado;2024-07-30;30-07-24;02/08/2024;3
WO0000005450271;146;MODULOS;REPARAR;CANTO GRANDE - 191096;Zona Centro;Web HD;Cerrado;2024-07-30;30-07-24;02/08/2024;3
WO0000005450273;146;MODULOS;REPARAR;CANTO GRANDE - 191096;Zona Centro;Web HD;Cerrado;2024-07-30;30-07-24;02/08/2024;3
WO0000005450288;122;INODORO TANQUE DE AGUA;REVISAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Cerrado;2024-07-30;31-07-24;03/08/2024;3
WO0000005450728;45;CAMARA IP;REPARAR;CONSTRUCTORES - 193005;Zona Sur;Web HD;Cerrado;2024-07-30;31-07-24;03/08/2024;3
WO0000005450730;19;BANDERAS;INSTALAR;CHINCHA - 315000;Zona Sur;Web HD;Cerrado;2024-07-30;10-08-24;13/08/2024;3
WO0000005450732;154;OFICINA;FUMIGAR;SOCABAYA - 215017;Zona Norte;Web HD;Cerrado;2024-07-30;18-08-24;21/08/2024;3
WO0000005450733;252;TUBERIA DE DESAGUE;REPARAR;JAUREGUI - 405005;Zona Norte;Web HD;Cerrado;2024-07-30;06-08-24;09/08/2024;3
WO0000005450747;214;SENSOR DE ANIEGO;REPARAR;LOS ALISOS - 191080;Zona Centro;Web HD;Cerrado;2024-07-30;05-08-24;08/08/2024;3
WO0000005450783;32;CAJA BUZON;REPARAR;ALFONSO UGARTE - 191089;Zona Sur;Web HD;Rechazado;2024-07-30;;;3
WO0000005450789;106;FOCO AHORRADOR;CAMBIAR;ROSA TORO - 193022;Zona Centro;Web HD;Cerrado;2024-07-30;05-08-24;08/08/2024;3
WO0000005450868;131;LECTOR BIOMETRICO;REPORTE - HARDWARE;LOS DAMASCOS - 193038;Zona Sur;TELEFONO;Rechazado;2024-07-30;03-08-24;03/08/2024;3
WO0000005451137;111;GRIFERIA;REVISAR;ROSA TORO - 193022;Zona Centro;Web HD;Cerrado;2024-07-30;31-07-24;03/08/2024;3
WO0000005451140;108;FOCO FLOURESCENTES;CAMBIAR;PERU - 191056;Zona Centro;Web HD;Cerrado;2024-07-30;11-08-24;14/08/2024;3
WO0000005451141;106;FOCO AHORRADOR;CAMBIAR;ROSA TORO - 193022;Zona Centro;Web HD;Cerrado;2024-07-30;05-08-24;08/08/2024;3
WO0000005451149;29;CABLE VGA;REEMPLAZAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2024-07-30;07-08-24;10/08/2024;2
WO0000005451161;190;PUERTA / MAMPARA CERRADURA;APERTURAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2024-07-30;05-08-24;08/08/2024;3
WO0000005451173;159;PANEL CONTRA INCENDIO;REPARAR;QUILCA - 191160;Zona Centro;Web HD;Cerrado;2024-07-30;31-07-24;03/08/2024;3
WO0000005451177;154;OFICINA;FUMIGAR;LUREN - 380004;Zona Sur;Web HD;Cerrado;2024-07-30;03-08-24;06/08/2024;3
WO0000005451179;154;OFICINA;FUMIGAR;PISCO - 470000;Zona Sur;Web HD;Cerrado;2024-07-30;03-08-24;06/08/2024;3
WO0000005451180;154;OFICINA;FUMIGAR;EL QUINDE ICA - 380008;Zona Sur;Web HD;Cerrado;2024-07-30;03-08-24;06/08/2024;3
WO0000005451181;154;OFICINA;FUMIGAR;SAN JUAN DE MARCONA - 513000;Zona Sur;Web HD;Cerrado;2024-07-30;03-08-24;06/08/2024;3
WO0000005451182;154;OFICINA;FUMIGAR;NAZCA - 440000;Zona Sur;Web HD;Cerrado;2024-07-30;11-08-24;14/08/2024;3
WO0000005451624;234;TABLERO ELECTRICO LLAVES DIFERENCIAL;REVISAR;ALFONSO UGARTE - 191089;Zona Sur;Web HD;Cerrado;2024-07-30;30-07-24;02/08/2024;3
WO0000005451636;79;DVR;REPARAR;BOLOGNESI - 540002;Zona Norte;Web HD;Cerrado;2024-07-30;25-08-24;28/08/2024;3
WO0000005451653;99;EXTINTOR;RECARGAR;TUSILAGOS - 191108;Zona Centro;Web HD;Rechazado;2024-07-30;;;3
WO0000005451654;57;CONTADOR DE MONEDAS;REPARAR;TUSILAGOS - 191108;Zona Centro;Web HD;Rechazado;2024-07-30;;;3
WO0000005451659;111;GRIFERIA;REVISAR;TUSILAGOS - 191108;Zona Centro;Web HD;Cerrado;2024-07-30;12-08-24;15/08/2024;3
WO0000005451661;188;PUERTA / MAMPARA;REPARAR;TUSILAGOS - 191108;Zona Centro;Web HD;Cerrado;2024-07-30;10-08-24;13/08/2024;3
WO0000005451663;139;LONCHERA CERRADURA;REEMPLAZAR;TUSILAGOS - 191108;Zona Centro;Web HD;Cerrado;2024-07-30;05-08-24;08/08/2024;3
WO0000005451667;15;ATM;REVISAR;MOLICENTRO - 193004;Zona Sur;Web HD;Cerrado;2024-07-30;03-08-24;06/08/2024;3
WO0000005451697;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;CANTO GRANDE - 191096;Zona Centro;Web HD;Cerrado;2024-07-30;04-08-24;07/08/2024;3
WO0000005452102;154;OFICINA;FUMIGAR;DIAGONAL - 285003;Zona Norte;Web HD;Cerrado;2024-07-30;18-08-24;21/08/2024;3
WO0000005452104;154;OFICINA;FUMIGAR;CAYMA - 215002;Zona Norte;Web HD;Cerrado;2024-07-30;04-08-24;06/08/2024;3
WO0000005452105;154;OFICINA;FUMIGAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2024-07-30;18-08-24;21/08/2024;3
WO0000005452113;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-07-30;05-08-24;08/08/2024;3
WO0000005452920;108;FOCO FLOURESCENTES;CAMBIAR;UNIPLAZA - 191019;Zona Centro;Web HD;Cerrado;2024-07-31;03-08-24;06/08/2024;3
WO0000005452937;57;CONTADOR DE MONEDAS;REPARAR;TUSILAGOS - 191108;Zona Centro;Web HD;Cerrado;2024-07-31;04-08-24;07/08/2024;3
WO0000005452945;122;INODORO TANQUE DE AGUA;REVISAR;ANGELICA GAMARRA - 191057;Zona Centro;Web HD;Cerrado;2024-07-31;05-08-24;08/08/2024;3
WO0000005452947;69;DETECTOR DE BILLETES;REPARAR;ANGELICA GAMARRA - 191057;Zona Centro;Web HD;Cerrado;2024-07-31;06-08-24;09/08/2024;3
WO0000005452954;22;BOVEDA;REPROGRAMAR;BOLOGNESI - 540002;Zona Norte;Web HD;Cerrado;2024-07-31;11-08-24;14/08/2024;3
WO0000005453401;35;CAJA PULMON;REPARAR;TACNA - 540000;Zona Norte;Web HD;Cerrado;2024-07-31;11-08-24;14/08/2024;3
WO0000005453421;241;TECHO /BALDOSAS FILTRACION;CAMBIAR;CERRO COLORADO - 215013;Zona Norte;Web HD;Cerrado;2024-07-31;14-08-24;17/08/2024;3
WO0000005453423;56;CONTADOR DE BILLETES;REPARAR;MALA - 255002;Zona Sur;Web HD;Rechazado;2024-07-31;;;3
WO0000005453732;188;PUERTA / MAMPARA;REPARAR;CAQUETA - 191091;Zona Centro;Web HD;Cerrado;2024-07-31;31-07-24;03/08/2024;3
WO0000005453733;123;INODOROS;REVISAR;CAQUETA - 191091;Zona Centro;Web HD;Cerrado;2024-07-31;31-07-24;03/08/2024;3
WO0000005453734;41;CAJONERA;REPARAR;CAQUETA - 191091;Zona Centro;Web HD;Cerrado;2024-07-31;31-07-24;03/08/2024;3
WO0000005453735;43;CAJONERA CERRADURA;REEMPLAZAR;CAQUETA - 191091;Zona Centro;Web HD;Cerrado;2024-07-31;31-07-24;03/08/2024;3
WO0000005453736;154;OFICINA;FUMIGAR;MEGA PLAZA - 191010;Zona Centro;Web HD;Cerrado;2024-07-31;11-08-24;14/08/2024;3
WO0000005453738;154;OFICINA;FUMIGAR;TUSILAGOS - 191108;Zona Centro;Web HD;Cerrado;2024-07-31;11-08-24;14/08/2024;3
WO0000005453739;108;FOCO FLOURESCENTES;REVISAR;PLAZA CIVICA VENTANILLA - 192026;Zona Centro;Web HD;Cerrado;2024-07-31;07-08-24;10/08/2024;3
WO0000005453777;190;PUERTA / MAMPARA CERRADURA;APERTURAR;CONSTRUCTORES - 193005;Zona Sur;Web HD;Cerrado;2024-07-31;03-08-24;06/08/2024;3
WO0000005453785;56;CONTADOR DE BILLETES;REPARAR;CONSTRUCTORES - 193005;Zona Sur;Web HD;Cerrado;2024-07-31;05-08-24;08/08/2024;3
WO0000005454117;136;LLAVE SHUNT;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-07-31;07-08-24;10/08/2024;3
WO0000005454131;53;COMEDOR;LIMPIAR;QUILLABAMBA - 505000;Zona Norte;Web HD;Cerrado;2024-07-31;07-08-24;10/08/2024;3
WO0000005454161;69;DETECTOR DE BILLETES;REPARAR;CHIMPU OCLLO - 191113;Zona Centro;Web HD;Cerrado;2024-07-31;31-07-24;03/08/2024;3
WO0000005454199;56;CONTADOR DE BILLETES;REPARAR;CHACLACAYO - 191074;Zona Sur;Web HD;Rechazado;2024-07-31;;;3
WO0000005454703;57;CONTADOR DE MONEDAS;REPARAR;CHACLACAYO - 191074;Zona Sur;Web HD;Rechazado;2024-07-31;;;3
WO0000005455210;56;CONTADOR DE BILLETES;REPARAR;TACNA - 540000;Zona Norte;Web HD;Cerrado;2024-07-31;10-08-24;13/08/2024;3
WO0000005455214;146;MODULOS;REPARAR;C.B. FIORI - 191088;Zona Centro;Web HD;Cerrado;2024-07-31;10-08-24;13/08/2024;3
WO0000005455240;123;INODOROS;REVISAR;EL PINO - 191087;Zona Centro;Web HD;Cerrado;2024-07-31;05-08-24;08/08/2024;3
WO0000005455256;43;CAJONERA CERRADURA;REEMPLAZAR;CAYMA - 215002;Zona Norte;Web HD;Cerrado;2024-07-31;08-08-24;11/08/2024;3
WO0000005455274;65;CREDENZA CERRADURA;REEMPLAZAR;TUPAC AMARU - 191038;Zona Centro;Web HD;Cerrado;2024-07-31;06-08-24;09/08/2024;3
WO0000005455278;122;INODORO TANQUE DE AGUA;REVISAR;CHOSICA - 191075;Zona Sur;Web HD;Cerrado;2024-07-31;04-08-24;07/08/2024;3
WO0000005455283;180;PORTA AFICHES;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-07-31;06-08-24;09/08/2024;3
WO0000005455603;188;PUERTA / MAMPARA;REPARAR;ICA - 380000;Zona Sur;Web HD;Cerrado;2024-07-31;06-08-24;09/08/2024;3
WO0000005455604;188;PUERTA / MAMPARA;REPARAR;ICA - 380000;Zona Sur;Web HD;Cerrado;2024-07-31;06-08-24;09/08/2024;3
WO0000005455610;30;CABLEADO;REVISAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Cerrado;2024-07-31;11-08-24;14/08/2024;3
WO0000005455613;92;ESCRITORIO;REPARAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Rechazado;2024-07-31;;;3
WO0000005455614;164;PARED MAYOLICA;RESANAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Rechazado;2024-07-31;;;3
WO0000005455675;55;CONTACTO MAGNETICO;REPARAR;EL AGUSTINO - 191041;Zona Centro;Web HD;Cerrado;2024-08-01;03-08-24;06/08/2024;3
WO0000005455676;55;CONTACTO MAGNETICO;REPARAR;BUSTAMANTE Y RIVERO - 215010;Zona Norte;Web HD;Cerrado;2024-08-01;13-08-24;16/08/2024;3
WO0000005455679;198;PULSADOR INALAMBRICO;REPARAR;LOS DAMASCOS - 193038;Zona Sur;Web HD;Cerrado;2024-08-01;03-08-24;06/08/2024;3
WO0000005455924;214;SENSOR DE ANIEGO;REPARAR;LA NEGRITA - 215004;Zona Norte;Web HD;Cerrado;2024-08-01;19-08-24;22/08/2024;3
WO0000005458212;154;OFICINA;FUMIGAR;PUNO - 495000;Zona Norte;Web HD;Cerrado;2024-08-01;04-08-24;06/08/2024;3
WO0000005458213;53;COMEDOR;LIMPIAR;CAMANA - 250000;Zona Norte;Web HD;Cerrado;2024-08-01;10-08-24;13/08/2024;3
WO0000005458214;154;OFICINA;FUMIGAR;MARIANO MELGAR - 215014;Zona Norte;Web HD;Cerrado;2024-08-01;23-08-24;26/08/2024;3
WO0000005458228;154;OFICINA;FUMIGAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-08-01;23-08-24;26/08/2024;3
WO0000005458239;79;DVR;REPARAR;COLONIAL - 192035;Zona Sur;Web HD;Cerrado;2024-08-01;12-08-24;14/08/2024;3
WO0000005458241;56;CONTADOR DE BILLETES;REPARAR;PUERTO MALDONADO - 485000;Zona Norte;Web HD;Cerrado;2024-08-01;15-08-24;18/08/2024;3
WO0000005458248;232;TABLERO ELECTRICO;REVISAR;PUNTO BCP TOTTUS CAMPOY - 191169;Zona Centro;Web HD;Cerrado;2024-08-01;03-08-24;06/08/2024;3
WO0000005458255;190;PUERTA / MAMPARA CERRADURA;APERTURAR;PISCO - 470000;Zona Sur;Web HD;Cerrado;2024-08-01;24-08-24;27/08/2024;3
WO0000005459199;188;PUERTA / MAMPARA;REPARAR;CAQUETA - 191091;Zona Centro;Web HD;Cerrado;2024-08-03;04-08-24;07/08/2024;3
WO0000005459719;154;OFICINA;FUMIGAR;ILO - 385000;Zona Norte;Web HD;Cerrado;2024-08-03;23-08-24;26/08/2024;3
WO0000005459720;154;OFICINA;FUMIGAR;CUSCO - 285000;Zona Norte;Web HD;Cerrado;2024-08-03;23-08-24;26/08/2024;3
WO0000005459725;154;OFICINA;FUMIGAR;HUAYRUROPATA - 285008;Zona Norte;Web HD;Cerrado;2024-08-03;22-08-24;25/08/2024;3
WO0000005459740;221;SILLAS;REPARAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Sur;Web HD;Cerrado;2024-08-03;07-08-24;10/08/2024;3
WO0000005459763;89;ESCALERA CINTA ANTIDESLIZANTE;REPONER;HUAYCAN - 191085;Zona Sur;Web HD;Rechazado;2024-08-03;;;3
WO0000005459767;56;CONTADOR DE BILLETES;REPARAR;TUSILAGOS - 191108;Zona Centro;Web HD;Cerrado;2024-08-03;12-08-24;15/08/2024;3
WO0000005459778;264;VINIL;REPONER;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Sur;Web HD;Rechazado;2024-08-03;;;3
WO0000005459779;43;CAJONERA CERRADURA;REEMPLAZAR;TUPAC AMARU - 191038;Zona Centro;Web HD;Cerrado;2024-08-03;05-08-24;08/08/2024;3
WO0000005459786;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;TOWN SITE - 385001;Zona Norte;Web HD;Cerrado;2024-08-03;24-08-24;27/08/2024;3
WO0000005460204;74;DISPENSADOR DE JABON LIQUIDO;REPARAR;MALA - 255002;Zona Sur;Web HD;Rechazado;2024-08-03;;;3
WO0000005460209;59;CORTE DE ENERGIA;REVISAR;HUAYCAN - 191085;Zona Sur;Web HD;Cerrado;2024-08-03;05-08-24;08/08/2024;3
WO0000005460212;74;DISPENSADOR DE JABON LIQUIDO;REPARAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2024-08-03;22-08-24;25/08/2024;3
WO0000005460219;117;IMANTADO;CONFECCIONAR;ALTO DE LA ALIANZA - 540004;Zona Norte;Web HD;Rechazado;2024-08-03;;;3
WO0000005460237;113;GRUPO ELECTROGENO;ALQUILER;VITARTE - 191043;Zona Sur;Web HD;Cerrado;2024-08-03;05-08-24;08/08/2024;3
WO0000005460241;99;EXTINTOR;REPARAR;UNIPLAZA - 191019;Zona Centro;Web HD;Cerrado;2024-08-03;12-08-24;15/08/2024;3
WO0000005460256;154;OFICINA;FUMIGAR;MEGA PLAZA - 191010;Zona Centro;Web HD;Rechazado;2024-08-03;;;3
WO0000005460257;154;OFICINA;FUMIGAR;TUSILAGOS - 191108;Zona Centro;Web HD;Rechazado;2024-08-03;;;3
WO0000005460261;154;OFICINA;FUMIGAR;PLAZA UNION - 191062;Zona Centro;Web HD;Cerrado;2024-08-03;11-08-24;14/08/2024;3
WO0000005460263;154;OFICINA;FUMIGAR;VILLA SOL - 191059;Zona Centro;Web HD;Cerrado;2024-08-03;11-08-24;14/08/2024;3
WO0000005460266;154;OFICINA;FUMIGAR;BELAUNDE - 191018;Zona Centro;Web HD;Cerrado;2024-08-03;11-08-24;14/08/2024;3
WO0000005460269;154;OFICINA;FUMIGAR;MERCADO DE FRUTAS - 191064;Zona Centro;Web HD;Cerrado;2024-08-03;11-08-24;14/08/2024;3
WO0000005460272;154;OFICINA;FUMIGAR;EL AGUSTINO - 191041;Zona Centro;Web HD;Cerrado;2024-08-03;11-08-24;14/08/2024;3
WO0000005460277;154;OFICINA;FUMIGAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-08-03;11-08-24;14/08/2024;3
WO0000005460618;221;SILLAS;REPARAR;UNIPLAZA - 191019;Zona Centro;Web HD;Cerrado;2024-08-03;03-08-24;06/08/2024;3
